Party,Statistic,Type,Coeff,pval_coeff,r2,Lilliefors,Linearity,Heteroscedasticity,Model_score
VijftigPlus,VoortgezetOnderwijs_108,votes,-0.4948,0.0064,0.0028,0.0,0.0,0.8424593094417866,2
VVD,MiddelbaarBeroepsonderwijs_109,votes_sqrt,-11.0094,0.0,0.1055,0.0,0.4769,0.38896314411719113,4
D66,MiddelbaarBeroepsonderwijs_109,votes_log,-74.9972,0.0,0.0524,0.0,0.0268,0.540228539016099,3
PVV,MiddelbaarBeroepsonderwijs_109,votes_sqrt,7.8328,0.0,0.0563,0.0002,0.0,0.1495330569601514,3
CDA,MiddelbaarBeroepsonderwijs_109,votes_log,43.3776,0.0,0.0483,0.0189,0.1779,0.8824084170555264,3
SP,MiddelbaarBeroepsonderwijs_109,votes_sqrt,2.9216,0.0,0.0064,0.3718,0.0,0.0005459731546225922,2
PvdA,MiddelbaarBeroepsonderwijs_109,votes_div,937.237,0.0,0.0175,0.0,0.0,8.989490195128155e-20,1
Groenlinks,MiddelbaarBeroepsonderwijs_109,votes_log,-104.588,0.0,0.1602,0.0,0.197,8.14040753012078e-34,3
FvD,MiddelbaarBeroepsonderwijs_109,votes,0.2361,0.7851,0.0001,0.0,0.0291,0.5936797644432585,1
PvdD,MiddelbaarBeroepsonderwijs_109,votes_log,-77.3947,0.0,0.143,0.0,0.4806,1.4347627554512535e-57,3
CU,MiddelbaarBeroepsonderwijs_109,votes,8.8702,0.0,0.1334,0.0,0.0,3.915994178953676e-41,2
SGP,MiddelbaarBeroepsonderwijs_109,votes,11.8415,0.0,0.134,0.0,0.0,2.097669040705381e-99,2
DENK,MiddelbaarBeroepsonderwijs_109,votes_sqrt,-2.0945,0.0053,0.007,0.0,0.0,0.7996300646007604,2
VijftigPlus,MiddelbaarBeroepsonderwijs_109,votes_sqrt,-4.3224,0.0,0.0588,0.0,0.0,0.7970794191454998,3
VVD,HogerBeroepsonderwijsBachelor_110,votes_div,-16.8983,0.7441,0.0,0.0,0.7645,0.10485443667118549,2
D66,HogerBeroepsonderwijsBachelor_110,votes_div,-2952.3687,0.0,0.0076,0.0,0.0012,0.14786609649323418,2
PVV,HogerBeroepsonderwijsBachelor_110,votes_div,661.6663,0.0,0.0083,0.0,0.5309,0.07680370055283706,3
CDA,HogerBeroepsonderwijsBachelor_110,votes,-5.4195,0.0,0.0032,0.0,0.0,0.33716112943413457,2
SP,HogerBeroepsonderwijsBachelor_110,votes_div,-646.0498,0.0001,0.0024,0.0,0.6843,0.2095250123262076,3
PvdA,HogerBeroepsonderwijsBachelor_110,votes,-3.2968,0.0,0.0024,0.0,0.0,0.06752507306777543,2
Groenlinks,HogerBeroepsonderwijsBachelor_110,votes_div,-3348.5867,0.0015,0.0014,0.0,0.3956,0.42156345241220594,3
FvD,HogerBeroepsonderwijsBachelor_110,votes_square,-0.9125,0.0049,0.0072,0.0,0.9332,0.14920365886211165,3
PvdD,HogerBeroepsonderwijsBachelor_110,votes_div,-3187.3233,0.0002,0.0025,0.0,0.7654,0.06745121669224145,3
CU,HogerBeroepsonderwijsBachelor_110,votes_sqrt,-1.8492,0.1529,0.0004,0.0,0.7478,0.9929700269396428,2
SGP,HogerBeroepsonderwijsBachelor_110,votes,-4.2352,0.0,0.0042,0.0,0.0552,4.409704244406265e-05,2
DENK,HogerBeroepsonderwijsBachelor_110,votes_square,0.0567,0.002,0.0086,0.0,0.005,0.41376921393955535,2
VijftigPlus,HogerBeroepsonderwijsBachelor_110,votes_square,0.0877,0.0445,0.0015,0.0,0.0,0.074682768743638,2
VVD,WoMasterDoctoraal_111,votes_square,-0.4755,0.0087,0.0008,0.0,0.0,0.058456949761794684,2
D66,WoMasterDoctoraal_111,votes,6.9573,0.0,0.081,0.0,0.0,3.4961045861887896e-44,2
PVV,WoMasterDoctoraal_111,votes_log,-32.3263,0.0,0.0116,0.0,0.5757,0.9812292828179372,3
CDA,WoMasterDoctoraal_111,votes,-12.1734,0.0,0.036,0.0,0.0,0.06796311238497521,2
SP,WoMasterDoctoraal_111,votes,0.8934,0.0084,0.0011,0.0,0.0004,0.17582611001009407,2
PvdA,WoMasterDoctoraal_111,votes,0.6817,0.174,0.0002,0.0,0.3093,0.08384720818323647,2
Groenlinks,WoMasterDoctoraal_111,votes_log,95.5241,0.0,0.0805,0.0,0.0,0.2665952024566556,3
FvD,WoMasterDoctoraal_111,votes_square,-0.3535,0.0484,0.0035,0.0,0.82,0.5471984777399761,3
PvdD,WoMasterDoctoraal_111,votes_div,-3224.8778,0.0,0.0061,0.0,0.0,0.13151079868004067,2
CU,WoMasterDoctoraal_111,votes_square,-0.4537,0.0,0.0044,0.0,0.0,0.1450529314693778,2
SGP,WoMasterDoctoraal_111,votes,-3.7224,0.0,0.0085,0.0,0.0,4.2930713649356424e-05,1
DENK,WoMasterDoctoraal_111,votes,0.9424,0.0,0.0292,0.0,0.0,1.5894293565171848e-07,1
VijftigPlus,WoMasterDoctoraal_111,votes,-0.6413,0.0001,0.0058,0.0,0.6895,0.37584205200931864,3
VVD,VoortgezetOnderwijs_103,votes,1.5069,0.0,0.0275,0.0,0.3105,2.407151611645498e-33,2
D66,VoortgezetOnderwijs_103,votes_log,5.3025,0.0,0.0026,0.0,0.1277,2.267825061028291e-34,2
PVV,VoortgezetOnderwijs_103,votes,-1.2194,0.0,0.0267,0.0,0.1644,1.3190506158393703e-60,2
CDA,VoortgezetOnderwijs_103,votes,0.8525,0.0,0.0036,0.0,0.0,0.9536166295093913,2
SP,VoortgezetOnderwijs_103,votes_sqrt,-0.8038,0.0,0.0056,0.0,0.0,0.22043433061783274,2
PvdA,VoortgezetOnderwijs_103,votes,-3.2954,0.0,0.0967,0.0,0.4189,2.747232868723538e-60,3
Groenlinks,VoortgezetOnderwijs_103,votes_log,-15.8965,0.0,0.0379,0.0,0.9115,1.6159201803464929e-46,2
FvD,VoortgezetOnderwijs_103,votes,-1.9466,0.0,0.059,0.0,0.1485,0.795369030799856,4
PvdD,VoortgezetOnderwijs_103,votes_log,-9.5425,0.0,0.0117,0.0,0.6404,0.12353826400190494,3
CU,VoortgezetOnderwijs_103,votes_sqrt,4.3726,0.0,0.0983,0.0,0.4396,2.3598793197422442e-60,3
SGP,VoortgezetOnderwijs_103,votes_sqrt,5.439,0.0,0.0834,0.0,0.1299,7.908097303372412e-69,3
DENK,VoortgezetOnderwijs_103,votes_square,-0.013,0.0,0.018,0.0,0.5082,0.008381373911137826,2
VijftigPlus,VoortgezetOnderwijs_103,votes,-0.554,0.0,0.0636,0.0,0.0002,0.12529878138833472,3
VVD,Eenpersoonshuishoudens_86,votes,0.0003,0.0052,0.0009,0.0,0.0,0.2651011140341333,2
D66,Eenpersoonshuishoudens_86,votes_square,0.0005,0.0,0.1501,0.0,0.2027,4.0318291991853335e-55,3
PVV,Eenpersoonshuishoudens_86,votes,-0.0007,0.0,0.006,0.0,0.0,0.2923272263150234,2
CDA,Eenpersoonshuishoudens_86,votes_div,0.2924,0.0,0.2977,0.0,0.8605,3.4374328275052446e-89,3
SP,Eenpersoonshuishoudens_86,votes,0.001,0.0,0.021,0.0,0.0,0.8208309052599777,2
PvdA,Eenpersoonshuishoudens_86,votes,0.0006,0.0,0.0029,0.0,0.0,2.7329598282897566e-07,1
Groenlinks,Eenpersoonshuishoudens_86,votes_sqrt,0.0049,0.0,0.2553,0.0,0.0542,1.0472755550801058e-10,3
FvD,Eenpersoonshuishoudens_86,votes_square,-0.0001,0.1715,0.0013,0.0,0.0034,0.18662922563693507,1
PvdD,Eenpersoonshuishoudens_86,votes,0.0009,0.0,0.2268,0.0,0.0,6.302340408696867e-67,2
CU,Eenpersoonshuishoudens_86,votes_sqrt,-0.0016,0.0,0.0101,0.0,0.9809,8.732786700571162e-105,2
SGP,Eenpersoonshuishoudens_86,votes,-0.0026,0.0,0.0587,0.0,0.0,6.527166517794334e-44,2
DENK,Eenpersoonshuishoudens_86,votes_square,0.0,0.0,0.1144,0.0,0.0809,3.1201904858426677e-09,3
VijftigPlus,Eenpersoonshuishoudens_86,votes,-0.0,0.5264,0.0001,0.0,0.0,0.2612930762006,1
VVD,HuishoudensZonderKinderen_87,votes,0.0013,0.0,0.0033,0.0,0.6787,0.5809442690445623,3
D66,HuishoudensZonderKinderen_87,votes,-0.0033,0.0,0.0527,0.0,0.0,6.514606543981137e-45,2
PVV,HuishoudensZonderKinderen_87,votes_log,0.021,0.0,0.0159,0.0,0.0948,0.869795104364174,3
CDA,HuishoudensZonderKinderen_87,votes_sqrt,0.0104,0.0,0.0799,0.0,0.0,0.3190206537905969,3
SP,HuishoudensZonderKinderen_87,votes,0.0007,0.0002,0.0022,0.0,0.4302,0.18959112761079164,3
PvdA,HuishoudensZonderKinderen_87,votes,0.0008,0.0057,0.0009,0.0,0.0003,0.2414540455580261,2
Groenlinks,HuishoudensZonderKinderen_87,votes,-0.0036,0.0,0.121,0.0,0.0,1.8613946606827148e-73,2
FvD,HuishoudensZonderKinderen_87,votes_div,0.2413,0.1619,0.0013,0.0,0.0531,0.05299290609380684,2
PvdD,HuishoudensZonderKinderen_87,votes_square,-0.0001,0.0,0.0641,0.0,0.0,4.90898561088735e-34,2
CU,HuishoudensZonderKinderen_87,votes_square,-0.0006,0.0,0.0203,0.0,0.0997,5.318870163086599e-15,2
SGP,HuishoudensZonderKinderen_87,votes,-0.0025,0.0,0.0124,0.0,0.0106,1.2652605496375229e-28,1
DENK,HuishoudensZonderKinderen_87,votes_sqrt,-0.0092,0.0,0.3497,0.0,0.202,3.2654095646360833e-41,3
VijftigPlus,HuishoudensZonderKinderen_87,votes,0.0006,0.0,0.0137,0.0,0.1365,0.13488759111551815,3
VVD,HuishoudensMetKinderen_88,votes,-0.0009,0.0,0.005,0.0,0.0,0.0049630310085528526,1
D66,HuishoudensMetKinderen_88,votes,-0.0034,0.0,0.156,0.0,0.3481,3.1971907876871273e-54,3
PVV,HuishoudensMetKinderen_88,votes_div,-0.0828,0.0008,0.0025,0.0,0.0,3.670773866307586e-05,1
CDA,HuishoudensMetKinderen_88,votes_sqrt,0.0107,0.0,0.2539,0.0,0.9328,3.273556596093213e-89,3
SP,HuishoudensMetKinderen_88,votes_sqrt,-0.0035,0.0,0.0603,0.0,0.0,0.4701657377277203,3
PvdA,HuishoudensMetKinderen_88,votes_square,-0.0006,0.0,0.0093,0.0,0.0863,2.1061359508445452e-11,2
Groenlinks,HuishoudensMetKinderen_88,votes,-0.0027,0.0,0.1948,0.0,0.0,5.43666045514782e-56,2
FvD,HuishoudensMetKinderen_88,votes_square,0.0002,0.0089,0.0047,0.0,0.6236,0.018820009099298582,2
PvdD,HuishoudensMetKinderen_88,votes,-0.0012,0.0,0.2259,0.0,0.7126,5.534342566345366e-31,3
CU,HuishoudensMetKinderen_88,votes,0.0028,0.0,0.0858,0.0,0.0,1.9498589696878933e-97,2
SGP,HuishoudensMetKinderen_88,votes,0.0044,0.0,0.1219,0.0,0.0,8.319158020258656e-94,2
DENK,HuishoudensMetKinderen_88,votes,-0.0005,0.0,0.0318,0.0,0.2248,7.567200783474868e-08,2
VijftigPlus,HuishoudensMetKinderen_88,votes,-0.0002,0.0002,0.0044,0.0,0.0,0.9303264893092353,2
VVD,GemiddeldeHuishoudensgrootte_89,votes_sqrt,-0.0414,0.0,0.0107,0.0,0.0,0.16529425950433418,2
D66,GemiddeldeHuishoudensgrootte_89,votes,-0.1007,0.0,0.199,0.0,0.5024,3.887054154852321e-83,3
PVV,GemiddeldeHuishoudensgrootte_89,votes,-0.0129,0.0025,0.0021,0.0,0.0,3.1564507006364725e-09,1
CDA,GemiddeldeHuishoudensgrootte_89,votes_square,0.1453,0.0,0.2382,0.0,0.2252,2.841093233018403e-184,3
SP,GemiddeldeHuishoudensgrootte_89,votes_sqrt,-0.1082,0.0,0.0802,0.0,0.0,0.1908068480770626,3
PvdA,GemiddeldeHuishoudensgrootte_89,votes,-0.0363,0.0,0.0087,0.0,0.0,6.68462101845928e-20,1
Groenlinks,GemiddeldeHuishoudensgrootte_89,votes,-0.0798,0.0,0.2377,0.0,0.0,3.4793334175033173e-75,2
FvD,GemiddeldeHuishoudensgrootte_89,votes,-0.0015,0.8577,0.0,0.0,0.3055,0.07730190782837011,2
PvdD,GemiddeldeHuishoudensgrootte_89,votes,-0.0349,0.0,0.2837,0.0,0.0374,5.203073599294309e-57,2
CU,GemiddeldeHuishoudensgrootte_89,votes,0.0883,0.0,0.1283,0.0,0.0,5.409418230625758e-97,2
SGP,GemiddeldeHuishoudensgrootte_89,votes,0.1505,0.0,0.2133,0.0,0.0,6.323171659087386e-129,2
DENK,GemiddeldeHuishoudensgrootte_89,votes,-0.0228,0.0,0.1035,0.0,0.0588,1.0085856722276272e-16,3
VijftigPlus,GemiddeldeHuishoudensgrootte_89,votes,-0.011,0.0,0.0131,0.0,0.0,0.9514763356292165,2
VVD,SaldoVermeerderingWoningenRelatief_92,votes,0.0002,0.0084,0.0008,0.0,0.0822,0.824936035111951,3
D66,SaldoVermeerderingWoningenRelatief_92,votes,0.0001,0.0121,0.0008,0.0,0.4696,0.15022413341392277,3
PVV,SaldoVermeerderingWoningenRelatief_92,votes_div,0.0512,0.0001,0.004,0.0,0.6498,0.1113346806831121,3
CDA,SaldoVermeerderingWoningenRelatief_92,votes,-0.0001,0.4631,0.0001,0.0,0.1213,0.9606535155500644,2
SP,SaldoVermeerderingWoningenRelatief_92,votes,-0.0002,0.0003,0.0021,0.0,0.636,0.5081948895745133,3
PvdA,SaldoVermeerderingWoningenRelatief_92,votes,-0.0008,0.0,0.0095,0.0,0.0,0.06916860019492382,2
Groenlinks,SaldoVermeerderingWoningenRelatief_92,votes_div,0.2849,0.0203,0.0007,0.0,0.7614,0.7619985016310391,3
FvD,SaldoVermeerderingWoningenRelatief_92,votes,0.0003,0.1158,0.0023,0.0,0.6755,0.5851524330910733,2
PvdD,SaldoVermeerderingWoningenRelatief_92,votes,0.0,0.7842,0.0,0.0,0.6829,0.5747740314261989,2
CU,SaldoVermeerderingWoningenRelatief_92,votes_sqrt,0.0005,0.0004,0.0026,0.0,0.1279,1.540507114159788e-07,2
SGP,SaldoVermeerderingWoningenRelatief_92,votes_sqrt,0.0008,0.0001,0.0036,0.0,0.0567,2.3998139824256355e-07,2
DENK,SaldoVermeerderingWoningenRelatief_92,votes_sqrt,0.0004,0.0391,0.0038,0.0,0.7967,0.48614056007217676,3
VijftigPlus,SaldoVermeerderingWoningenRelatief_92,votes,-0.0,0.1358,0.0008,0.0,0.0675,0.6001247403087933,2
VVD,Woningdichtheid_93,votes_div,-0.0002,0.1316,0.0003,0.0,0.8959,0.5136665632055498,2
D66,Woningdichtheid_93,votes_square,0.0,0.0,0.0724,0.0,0.1714,1.1963240671854346e-40,3
PVV,Woningdichtheid_93,votes,0.0,0.0,0.0037,0.0,0.0,9.096267172819557e-06,1
CDA,Woningdichtheid_93,votes_div,0.0036,0.0,0.1968,0.0,0.8157,1.4887802767118352e-104,3
SP,Woningdichtheid_93,votes_div,-0.0017,0.0002,0.0022,0.0,0.1,0.8936619990781629,3
PvdA,Woningdichtheid_93,votes,0.0,0.0054,0.0009,0.0,0.0025,0.06444267054381975,2
Groenlinks,Woningdichtheid_93,votes_div,-0.0068,0.0092,0.0009,0.0,0.4074,0.7886546325793176,3
FvD,Woningdichtheid_93,votes,0.0,0.1643,0.0013,0.0,0.0022,0.07394322070609091,1
PvdD,Woningdichtheid_93,votes_square,0.0,0.0,0.0975,0.0,0.9301,1.23743414907573e-24,3
CU,Woningdichtheid_93,votes,-0.0,0.0,0.0114,0.0,0.002,2.1491693121713185e-09,1
SGP,Woningdichtheid_93,votes,-0.0,0.0,0.008,0.0,0.0113,2.999290024747997e-08,1
DENK,Woningdichtheid_93,votes,0.0,0.0,0.3348,0.0,0.0002,8.572002549246047e-57,2
VijftigPlus,Woningdichtheid_93,votes_square,-0.0,0.6505,0.0001,0.0,0.0673,0.2484279668358875,2
VVD,Koopwoningen_94,votes,0.001,0.0,0.0128,0.0,0.2487,1.2887075166582876e-14,2
D66,Koopwoningen_94,votes,-0.001,0.0,0.0275,0.0,0.0,4.9839180710219213e-17,1
PVV,Koopwoningen_94,votes_div,0.0494,0.0009,0.0025,0.0,0.0,0.3598797969673182,2
CDA,Koopwoningen_94,votes,0.004,0.0,0.1349,0.0,0.3742,7.122731040228e-52,3
SP,Koopwoningen_94,votes_square,-0.0002,0.0,0.0182,0.0,0.167,8.157328870862951e-06,2
PvdA,Koopwoningen_94,votes_sqrt,-0.0027,0.0,0.054,0.0,0.0961,0.7262985090972978,4
Groenlinks,Koopwoningen_94,votes,-0.0013,0.0,0.1043,0.0,0.0,6.795351556581528e-26,2
FvD,Koopwoningen_94,votes,0.0003,0.0744,0.0022,0.0,0.135,0.38292303161533314,2
PvdD,Koopwoningen_94,votes_sqrt,-0.0011,0.0,0.0637,0.0,0.0,0.27964046773501805,3
CU,Koopwoningen_94,votes_square,0.0002,0.0,0.0155,0.0,0.5794,3.902320966908046e-09,2
SGP,Koopwoningen_94,votes_square,0.0003,0.0,0.0155,0.0,0.493,2.2502902806041807e-09,2
DENK,Koopwoningen_94,votes,-0.0009,0.0,0.376,0.0,0.0,1.358281480214603e-55,2
VijftigPlus,Koopwoningen_94,votes_square,0.0,0.0329,0.0015,0.0,0.608,0.11679508871171226,3
VVD,Huurwoningen_95,votes_square,-0.0004,0.0,0.0127,0.0,0.2436,2.3398548057227013e-08,2
D66,Huurwoningen_95,votes_sqrt,0.0022,0.0,0.0418,0.0,0.0,0.4005414791761269,2
PVV,Huurwoningen_95,votes_div,-0.0701,0.0,0.0049,0.0,0.0,0.35268158327155996,2
CDA,Huurwoningen_95,votes_sqrt,-0.0055,0.0,0.1948,0.0,0.3159,1.016721962770599e-51,3
SP,Huurwoningen_95,votes,0.0006,0.0,0.0111,0.0,0.0866,0.17489624219781505,3
PvdA,Huurwoningen_95,votes_sqrt,0.0023,0.0,0.038,0.0,0.2384,0.27341881752929326,3
Groenlinks,Huurwoningen_95,votes,0.0014,0.0,0.1126,0.0,0.0,5.04206734892855e-25,2
FvD,Huurwoningen_95,votes,-0.0002,0.3151,0.0007,0.0,0.0607,0.31144750727798765,2
PvdD,Huurwoningen_95,votes_sqrt,0.0013,0.0,0.0767,0.0,0.0,0.2541111347841029,3
CU,Huurwoningen_95,votes_square,-0.0002,0.0,0.0185,0.0,0.9323,1.1575632997339188e-10,2
SGP,Huurwoningen_95,votes_square,-0.0003,0.0,0.0153,0.0,0.4622,2.707100720167822e-09,2
DENK,Huurwoningen_95,votes,0.0009,0.0,0.3823,0.0,0.0,1.8851899092729202e-53,2
VijftigPlus,Huurwoningen_95,votes_square,-0.0,0.0381,0.0014,0.0,0.6141,0.13162719489641733,3
VVD,EigendomOnbekend_96,votes,-0.004,0.0,0.0046,0.0,0.0001,0.9283445245040638,2
D66,EigendomOnbekend_96,votes,-0.0124,0.0,0.0899,0.0,0.0,2.221527859466412e-07,2
PVV,EigendomOnbekend_96,votes_div,1.2915,0.0,0.025,0.0,0.7049,0.6495589921814968,3
CDA,EigendomOnbekend_96,votes,0.0216,0.0,0.0794,0.0,0.0,3.845836032918914e-58,2
SP,EigendomOnbekend_96,votes_log,0.1599,0.0,0.1181,0.0,0.0,0.105286234183715,3
PvdA,EigendomOnbekend_96,votes_div,-1.2231,0.0,0.0067,0.0,0.3986,0.9908451584687694,3
Groenlinks,EigendomOnbekend_96,votes,-0.0012,0.0024,0.0016,0.0,0.0285,0.12105269748868434,2
FvD,EigendomOnbekend_96,votes,-0.0194,0.0,0.0584,0.0,0.0,0.0003325230015057691,2
PvdD,EigendomOnbekend_96,votes_div,2.6902,0.0,0.0055,0.0,0.0,0.6013935146788346,2
CU,EigendomOnbekend_96,votes_sqrt,0.0064,0.0,0.006,0.0,0.0,0.08095603234288923,2
SGP,EigendomOnbekend_96,votes,-0.0014,0.1933,0.0006,0.0,0.1953,0.2624634936943223,2
DENK,EigendomOnbekend_96,votes_sqrt,-0.0067,0.0008,0.0076,0.0,0.4883,0.2536807058948104,3
VijftigPlus,EigendomOnbekend_96,votes_div,-4.0422,0.0001,0.0049,0.0,0.0,0.35127865502775923,2
VVD,Ongehuwd_30,votes_div,-0.0239,0.054,0.0004,0.0,0.0009,0.6276120822700938,1
D66,Ongehuwd_30,votes_square,0.0009,0.0,0.1926,0.0,0.4056,2.7759520133726864e-48,3
PVV,Ongehuwd_30,votes_log,-0.0187,0.0,0.0265,0.0,0.173,0.23780168976705854,3
CDA,Ongehuwd_30,votes_log,-0.0546,0.0,0.2359,0.0,0.0,0.2468272691325471,3
SP,Ongehuwd_30,votes,0.001,0.0,0.0106,0.0,0.0,0.25802583863381057,2
PvdA,Ongehuwd_30,votes_div,0.1249,0.0008,0.0013,0.0,0.0,0.7547435905042941,2
Groenlinks,Ongehuwd_30,votes_div,-1.1794,0.0,0.003,0.0,0.7928,0.8501403449999185,3
FvD,Ongehuwd_30,votes_div,-0.2765,0.0265,0.0034,0.0,0.0,0.007667937370733843,1
PvdD,Ongehuwd_30,votes_square,0.0001,0.0,0.1812,0.0,0.0551,1.0790127349978143e-50,3
CU,Ongehuwd_30,votes,-0.0013,0.0,0.0145,0.0,0.2473,1.5651653512486846e-19,2
SGP,Ongehuwd_30,votes,-0.0036,0.0,0.0556,0.0,0.0,6.975483557067815e-22,2
DENK,Ongehuwd_30,votes_square,0.0001,0.0,0.1456,0.0,0.7578,7.68006202220224e-10,3
VijftigPlus,Ongehuwd_30,votes_div,0.3872,0.0293,0.0016,0.0,0.0,0.6676619732102433,2
VVD,Gehuwd_31,votes,-0.0005,0.0001,0.0017,0.0,0.0,0.10546208930249017,2
D66,Gehuwd_31,votes,-0.0041,0.0,0.2766,0.0,0.0,8.210181962005846e-79,2
PVV,Gehuwd_31,votes_log,0.009,0.0,0.0085,0.0,0.0,0.30279579191803613,2
CDA,Gehuwd_31,votes,0.0107,0.0,0.314,0.0,0.0,1.2548774924572328e-108,2
SP,Gehuwd_31,votes,-0.0014,0.0,0.0308,0.0,0.0,0.06819239711659705,2
PvdA,Gehuwd_31,votes_square,0.0001,0.0301,0.0006,0.0,0.0,0.18437116550575178,2
Groenlinks,Gehuwd_31,votes,-0.003,0.0,0.2751,0.0,0.0,5.618371524973232e-53,2
FvD,Gehuwd_31,votes,-0.0002,0.581,0.0002,0.0,0.0,0.10536801684269466,1
PvdD,Gehuwd_31,votes_square,-0.0001,0.0,0.2739,0.0,0.5622,1.3084942483996381e-74,3
CU,Gehuwd_31,votes,0.0019,0.0,0.0472,0.0,0.0,1.0369361987395934e-56,1
SGP,Gehuwd_31,votes,0.0039,0.0,0.1051,0.0,0.0,1.0322473148102911e-57,2
DENK,Gehuwd_31,votes,-0.0012,0.0,0.2672,0.0,0.0653,1.4749372534976762e-31,3
VijftigPlus,Gehuwd_31,votes,-0.0002,0.0101,0.0022,0.0,0.0,0.9434139237025072,2
VVD,Gescheiden_32,votes,0.0055,0.0,0.0259,0.0,0.0,1.0158319078528403e-08,1
D66,Gescheiden_32,votes,0.0112,0.0,0.2375,0.0,0.0,3.280599093642852e-75,2
PVV,Gescheiden_32,votes,0.0031,0.0,0.0114,0.0,0.2752,3.850446267362447e-06,2
CDA,Gescheiden_32,votes_log,-0.1788,0.0,0.4715,0.0,0.6278,0.9822218629813282,4
SP,Gescheiden_32,votes_sqrt,0.0099,0.0,0.064,0.0,0.0,0.503105217394943,3
PvdA,Gescheiden_32,votes_square,-0.0007,0.0,0.0023,0.0,0.0,0.8445336247581755,2
Groenlinks,Gescheiden_32,votes,0.0063,0.0,0.1397,0.0,0.0,1.656637451941288e-33,2
FvD,Gescheiden_32,votes,0.0038,0.0,0.0119,0.0,0.1581,0.41765613664500734,3
PvdD,Gescheiden_32,votes,0.0039,0.0,0.3398,0.0,0.5766,3.4502640589041927e-35,3
CU,Gescheiden_32,votes,-0.007,0.0,0.0716,0.0,0.0,5.394382831283465e-87,2
SGP,Gescheiden_32,votes,-0.0114,0.0,0.1083,0.0,0.0,1.1705018465685114e-92,2
DENK,Gescheiden_32,votes_sqrt,0.0152,0.0,0.2167,0.0,0.4374,2.6238456158748825e-31,3
VijftigPlus,Gescheiden_32,votes_square,0.0001,0.0036,0.0028,0.0,0.3182,0.05584463660511916,3
VVD,Verweduwd_33,votes_log,-0.0164,0.0001,0.0018,0.0,0.0,0.7736149998221091,2
D66,Verweduwd_33,votes,-0.0044,0.0,0.0112,0.0,0.0,5.327266733987317e-13,1
PVV,Verweduwd_33,votes,0.0066,0.0,0.0157,0.0,0.24,8.176192236808719e-23,2
CDA,Verweduwd_33,votes_div,-0.398,0.0,0.0149,0.0,0.0,2.3575189566034645e-57,1
SP,Verweduwd_33,votes_sqrt,0.0074,0.0,0.0103,0.0,0.0,0.05168255296053656,2
PvdA,Verweduwd_33,votes,0.015,0.0,0.0426,0.0,0.0,9.445072279247914e-40,1
Groenlinks,Verweduwd_33,votes,-0.0025,0.0,0.0067,0.0,0.0,3.192776105415877e-26,1
FvD,Verweduwd_33,votes,-0.0005,0.7524,0.0001,0.0,0.394,0.17268878069458046,2
PvdD,Verweduwd_33,votes_div,-4.3569,0.0,0.0041,0.0,0.007,2.3783058693890822e-07,1
CU,Verweduwd_33,votes_square,-0.0017,0.0,0.0221,0.0,0.603,2.1875811507212184e-12,2
SGP,Verweduwd_33,votes,-0.0073,0.0,0.0129,0.0,0.0,3.1460185882534813e-15,1
DENK,Verweduwd_33,votes,-0.0038,0.0,0.0955,0.0,0.0,1.543811032055769e-09,2
VijftigPlus,Verweduwd_33,votes,0.0012,0.0002,0.0046,0.0,0.0,0.6976524528149206,2
VVD,NederlandseAchtergrond_43,votes_sqrt,-0.0008,0.0,0.0058,0.0,0.0,0.7370641148672683,2
D66,NederlandseAchtergrond_43,votes,-0.0021,0.0,0.1265,0.0,0.0,2.4808855987849815e-78,2
PVV,NederlandseAchtergrond_43,votes_div,0.0549,0.0003,0.0029,0.0,0.0006,0.22857282796994607,2
CDA,NederlandseAchtergrond_43,votes,0.0057,0.0,0.1582,0.0,0.0,5.121969710429523e-21,2
SP,NederlandseAchtergrond_43,votes_sqrt,-0.0013,0.0,0.0167,0.0,0.0,0.6322119736512046,2
PvdA,NederlandseAchtergrond_43,votes,-0.0001,0.3751,0.0001,0.0,0.0016,0.8416543902307931,1
Groenlinks,NederlandseAchtergrond_43,votes_square,-0.0003,0.0,0.1079,0.0,0.1259,2.84564009281058e-46,3
FvD,NederlandseAchtergrond_43,votes,-0.0004,0.0121,0.0043,0.0,0.0037,0.22923345853878943,2
PvdD,NederlandseAchtergrond_43,votes,-0.0007,0.0,0.1698,0.0,0.0,5.995511830555497e-24,2
CU,NederlandseAchtergrond_43,votes,0.0021,0.0,0.094,0.0,0.0,8.572978731144841e-44,2
SGP,NederlandseAchtergrond_43,votes,0.0027,0.0,0.0887,0.0,0.0,5.851138427567965e-52,2
DENK,NederlandseAchtergrond_43,votes,-0.001,0.0,0.4734,0.0,0.011,3.295550797123031e-82,2
VijftigPlus,NederlandseAchtergrond_43,votes,-0.0002,0.0,0.0114,0.0,0.0,0.5690888835463905,2
VVD,TotaalMetMigratieachtergrond_44,votes_sqrt,0.0008,0.0,0.0058,0.0,0.0,0.7372944429777779,2
D66,TotaalMetMigratieachtergrond_44,votes,0.0021,0.0,0.1265,0.0,0.0,2.4895485536902386e-78,2
PVV,TotaalMetMigratieachtergrond_44,votes_div,-0.0549,0.0003,0.0029,0.0,0.0006,0.22857282796994588,2
CDA,TotaalMetMigratieachtergrond_44,votes,-0.0057,0.0,0.1582,0.0,0.0,5.119053051456246e-21,2
SP,TotaalMetMigratieachtergrond_44,votes_sqrt,0.0013,0.0,0.0167,0.0,0.0,0.6320597135769837,2
